index	text	sentiment	speaker	sentiment	movingave (bin20)	movingave
3512	The rest went into the adjoining cellar with the trapdoors.	  Neutral	None	0	-0.34146	-0.011971
3513	There was little time to lose.	  Neutral	None	0	-0.31707	0.012419
3514	"Before long, as Bilbo knew, some elves were under orders to come down and help the butler get the empty barrels through the doors into the stream."	  Negative	Bilbo Baggins	-1	-0.31707	0.012419
3515	These were in fact already standing in rows in the middle of the floor waiting to be pushed off.	  Negative	None	-1	-0.29268	0.036809
3516	"Some of them were wine-barrels, and these were not much use, as they could not easily be opened at the end without a deal of noise, nor could they easily be secured again."	  Negative	None	-1	-0.29268	0.036809
3517	"But among them were several others which had been used for bringing other stuffs, butter, apples, and all sorts of things, to the king's palace."	  Neutral	None	0	-0.26829	0.061199
3518	They soon found thirteen with room enough for a dwarf in each.	  Neutral	None	0	-0.2439	0.085589
3519	"In fact some were too roomy, and as they climbed in the dwarves thought anxiously of the shaking and the bumping they would get inside, though Bilbo did his best to find straw and other stuff to pack them in as cosily as could be managed in a short time."	  Negative	Bilbo Baggins	-1	-0.21951	0.10998
3520	At last twelve dwarves were stowed.	  Neutral	None	0	-0.21951	0.10998
3521	"Thorin had given a lot of trouble, and turned and twisted in his tub and grumbled like a large dog in a small kennel; while Balin, who came last, made a great fuss about his air-holes and said he was stifling, even before his lid was on."	  Negative	Balin	-1	-0.19512	0.13437
3522	"Bilbo had done what he could to close holes in the sides of the barrels, and to fix on all the lids as safely as could be managed, and now he was left alone again, running round putting the finishing touches-to the packing, and hoping against hope that his plan would come off."	  Very negative	Bilbo Baggins	-2	-0.17073	0.15876
3523	It had not been a-bit too soon.	  Neutral	None	0	-0.17073	0.15876
3524	Only a minute or two after Balin's lid had been fitted on there came the sound of voices and the flicker of lights.	  Negative	Balin	-1	-0.19512	0.13437
3525	A number of elves came laughing and talking into the cellars and singing snatches of song.	  Positive	None	1	-0.19512	0.13437
3526	They had left a merry feast in one of the halls and were bent on returning as soon as they could.	  Neutral	None	0	-0.19512	0.13437
3527	"Where's old Galion, the butler?"	  Neutral	Galion	0	-0.19512	0.13437
3528	 said one.	  Neutral	None	0	-0.19512	0.13437
3529	I haven't seen him at the tables tonight.	  Neutral	None	0	-0.19512	0.13437
3530	He ought to be here now to show us what is to be done.	  Neutral	None	0	-0.19512	0.13437
3531	" I shall be angry if the old slowcoach is late,"" said another."	  Neutral	None	0	-0.21951	0.10998
3532	I have no wish to waste time down here while the song is up!	  Neutral	None	0	-0.2439	0.085589
3533	" Ha, ha!"	  Neutral	None	0	-0.2439	0.085589
3534	 came a cry.	  Neutral	None	0	-0.2439	0.085589
3535	Here's the old villain with his head on a jug!	  Neutral	None	0	-0.21951	0.10998
3536	He's been having a little feast all to himself and his friend the captain.	  Neutral	None	0	-0.19512	0.13437
3537	 Shake him!	  Neutral	None	0	-0.17073	0.15876
3538	Wake him!	  Neutral	None	0	-0.19512	0.13437
3539	 shouted the others impatiently.	  Neutral	None	0	-0.19512	0.13437
3540	"Gallon was not at all pleased at being shaken or wakened, and still less at being laughed at."	  Negative	None	-1	-0.19512	0.13437
3541	"You're all late, he grumbled."	  Neutral	None	0	-0.19512	0.13437
3542	"Here am I waiting and waiting down here, while you fellows drink and make merry and forget your tasks."	  Neutral	None	0	-0.17073	0.15876
3543	Small wonder if I fall asleep from weariness!	  Neutral	None	0	-0.14634	0.18315
3544	" Small wonder,"" said they, ""when the explanation stands close at hand in a jug!"	  Neutral	None	0	-0.17073	0.15876
3545	Come give us a taste of your sleeping-draught before we fall to!	  Neutral	None	0	-0.17073	0.15876
3546	No need to wake the turnkey yonder.	  Neutral	None	0	-0.19512	0.13437
3547	He has had his share by the looks of it.	  Neutral	None	0	-0.21951	0.10998
3548	 Then they drank once round and became mighty merry all of a sudden.	  Neutral	None	0	-0.2439	0.085589
3549	But they did not quite lose their wits.	  Neutral	None	0	-0.26829	0.061199
3550	"Save us, Galion!"	  Neutral	Galion	0	-0.29268	0.036809
3551	" cried some, you began your feasting early and muddled your wits!"	  Negative	None	-1	-0.29268	0.036809
3552	"You have stacked some full casks here instead of the empty ones, if there is anything in weight."	  Negative	None	-1	-0.31707	0.012419
3553	 Get on with the work!	  Neutral	None	0	-0.34146	-0.011971
3554	 growled the butler.	  Neutral	None	0	-0.36585	-0.036361
3555	There is nothing in the feeling of weight in an idle toss-pot's arms.	  Neutral	None	0	-0.36585	-0.036361
3556	These are the ones to go and no others.	  Neutral	None	0	-0.39024	-0.060751
3557	Do as I say!	  Neutral	None	0	-0.36585	-0.036361
3558	" Very well, very well,"" they answered rolling the barrels to the opening."	  Negative	None	-1	-0.39024	-0.060751
3559	"On your head be it, if the king's full buttertubs and his best wine is pushed into the river for the Lake-men to feast on for nothing!"	  Neutral	None	0	-0.36585	-0.036361
3560	" Roll-roll-roll-roll, roll-roll-rolling down the hole !"	  Negative	None	-1	-0.36585	-0.036361
3561	Heave ho!	  Neutral	None	0	-0.36585	-0.036361
3562	Splash plump !	  Neutral	None	0	-0.36585	-0.036361
3563	"Down they go, down they bump!"	  Negative	None	-1	-0.34146	-0.011971
3564	So they sang as first one barrel and then another rumbled to the dark opening and was pushed over into the cold water some feet below.	  Negative	None	-1	-0.34146	-0.011971
3565	"Some were barrels really empty, some were tubs neatly packed with a dwarf each; but down they all went, one after another, with many a clash and a bump, thudding on top of ones below, smacking into the water, jostling against the walls of the tunnel, knocking into one another, and bobbing away down the current."	  Negative	None	-1	-0.34146	-0.011971
3566	It was just at this moment that Bilbo suddenly discovered the weak point in his plan.	  Neutral	Bilbo Baggins	0	-0.36585	-0.036361
3567	Most likely you saw it some time ago and have been laughing at him; but I don't suppose you would have done half as well yourselves in his place.	  Negative	None	-1	-0.34146	-0.011971
3568	"Of course he was not in a barrel himself, nor was there anyone to pack him in, even if there had been a chance!"	  Negative	None	-1	-0.34146	-0.011971
3569	"It looked as if he would certainly lose his friends this time (nearly all of them had already disappeared through the dark trap-door), and get utterly left behind and have to stay lurking as a permanent burglar in the elf-caves for ever."	  Negative	None	-1	-0.36585	-0.036361
3570	"For even if he could have escaped through the upper gates at once, he had precious small chance of ever finding the dwarves again."	  Negative	None	-1	-0.36585	-0.036361
3571	He did not know the way by land to the place where the barrels were collected.	  Neutral	None	0	-0.36585	-0.036361
3572	"He wondered what on earth would happen to them without him; for he had not had time to tell the dwarves all that he had learned, or what he had meant to do, once they were out of the wood."	  Negative	None	-1	-0.36585	-0.036361
3573	"While all these thoughts were passing through his mind, the elves being very merry began to sing a song round the river-door."	  Negative	None	-1	-0.34146	-0.011971
3574	Some had already gone to haul on the ropes which pulled up the portcullis at the water-gate so as to let out the barrels as soon as they were all afloat below.	  Negative	None	-1	-0.36585	-0.036361
3575	Down the swift dark stream you go Back to lands you once did know!	  Neutral	None	0	-0.39024	-0.060751
3576	"Leave the halls and caverns deep, Leave the northern mountains steep, Where the forest wide and dim Stoops in shadow grey and grim!"	  Negative	None	-1	-0.41463	-0.085141
3577	"Float beyond the world of trees Out into the whispering breeze, Past the rushes, past the reeds, Past the marsh's waving weeds, Through the mist that riseth white Up from mere and pool at night!"	  Positive	None	1	-0.43902	-0.10953
3578	"Follow, follow stars that leap Up the heavens cold and steep; Turn when dawn comes over land, Over rapid, over sand, South away!"	  Negative	None	-1	-0.43902	-0.10953
3579	and South away!	  Positive	None	1	-0.41463	-0.085141
3580	"Seek the sunlight and the day, Back to pasture, back to mead, Where the kine and oxen feed!"	  Neutral	None	0	-0.41463	-0.085141
3581	"Back to gardens on the hills Where the berry swells and fills Under sunlight, under day!"	  Negative	None	-1	-0.41463	-0.085141
3582	South away!	  Neutral	None	0	-0.39024	-0.060751
3583	and South away!	  Positive	None	1	-0.39024	-0.060751
3584	Down the swift dark stream you go Back to lands you once did know!	  Neutral	None	0	-0.41463	-0.085141
3585	Now the very last barrel was being rolled to the doors!	  Neutral	None	0	-0.41463	-0.085141
3586	"In despair and not knowing what else to do, poor little Bilbo caught hold of it and was pushed over the edge with it."	  Negative	Bilbo Baggins	-1	-0.39024	-0.060751
3587	"Down into the water he fell, splash!"	  Positive	None	1	-0.39024	-0.060751
3588	into the cold dark water with the barrel on top of him.	  Neutral	None	0	-0.39024	-0.060751
3589	"He came up again spluttering and clinging to the wood like a rat, but for all his efforts he could not scramble on top."	  Negative	None	-1	-0.39024	-0.060751
3590	"Every time he tried, the barrel rolled round and ducked him under again."	  Neutral	None	0	-0.39024	-0.060751
3591	"It was really empty, and floated light as a cork."	  Neutral	None	0	-0.39024	-0.060751
3592	"Though his ears were full of water, he could hear the elves still singing in the cellar above."	  Negative	None	-1	-0.39024	-0.060751
3593	Then suddenly the trapdoors fell to with a boom and their voices faded away.	  Neutral	None	0	-0.36585	-0.036361
3594	"He was in the dark tunnel, floating in icy water, all alone-for you cannot count friends that are all packed up in barrels."	  Negative	None	-1	-0.36585	-0.036361
3595	Very soon a grey patch came up in the darkness ahead.	  Negative	None	-1	-0.39024	-0.060751
3596	"He heard the creak of the water-gate being hauled up, and he found that he was in the midst of a bobbing and bumping mass of casks and tubs all pressing together to pass under the arch and get out into the open stream."	  Negative	None	-1	-0.39024	-0.060751
